node_id,x_coord,y_coord,Z
1095,-80.17852,37.25433,
1096,-80.17665,37.25682,
1097,-80.17657,37.25688,
1098,-80.17618,37.24619,
1099,-80.17579,37.24715,
1100,-80.17577,37.24604,
1101,-80.17567,37.24713,
1102,-80.17525,37.25553,
1103,-80.17516,37.25558,
1104,-80.17435,37.24574,
1105,-80.17385,37.254,
1106,-80.17375,37.25461,
1107,-80.17373,37.25472,
1108,-80.17369,37.254,
1109,-80.17359,37.25458,
1110,-80.17357,37.25469,
1111,-80.17333,37.25572,
1112,-80.17318,37.25571,
1113,-80.17266,37.25825,
1114,-80.17237,37.2587,
1115,-80.17212,37.25855,
1116,-80.17164,37.25909,
1117,-80.16526,37.24614,
1119,-80.164,37.26108,
1121,-80.15591,37.2634,
1122,-80.15415,37.26397,
1123,-80.15408,37.26388,
1124,-80.15287,37.24631,
1126,-80.15091,37.24547,
1127,-80.15061,37.24518,
1128,-80.14859,37.24456,
1129,-80.1465,37.26517,
1130,-80.14428,37.24407,
1131,-80.14352,37.26675,
1132,-80.14321,37.24442,
1133,-80.14278,37.26759,
1134,-80.14267,37.26756,
1135,-80.14214,37.26864,
1136,-80.14172,37.24911,
1137,-80.14164,37.24957,
1138,-80.14122,37.26731,
1139,-80.14101,37.20053,
1141,-80.13973,37.26729,
1142,-80.13902,37.2718,
1143,-80.13874,37.27596,
1144,-80.13866,37.25536,
1145,-80.13856,37.27581,
1146,-80.13752,37.25516,
1147,-80.13641,37.25389,
1148,-80.13631,37.25385,
1149,-80.13498,37.21797,
1150,-80.13486,37.2531,
1151,-80.13407,37.27397,
1152,-80.13354,37.27421,
1153,-80.13327,37.24054,
1154,-80.13283,37.24231,
1155,-80.13278,37.24273,
1157,-80.13008,37.27576,
1158,-80.12793,37.27672,
1159,-80.12596,37.27761,
1160,-80.12393,37.2785,
1162,-80.12225,37.18693,
1163,-80.12177,37.18777,
1165,-80.12121,37.27927,
1168,-80.12062,37.18607,
1169,-80.12046,37.28704,
1170,-80.11821,37.18917,
1171,-80.1179,37.27999,
1172,-80.11609,37.28039,
1173,-80.11555,37.28051,
1175,-80.11476,37.28964,
1176,-80.11355,37.18807,
1177,-80.11316,37.28105,
1178,-80.11272,37.17964,
1179,-80.11267,37.28116,
1180,-80.11212,37.28994,
1181,-80.11118,37.28144,
1182,-80.11093,37.17582,
1183,-80.1102,37.18689,
1184,-80.10989,37.28157,
1187,-80.10816,37.18713,
1188,-80.10811,37.28171,
1189,-80.1079,37.18705,
1190,-80.10733,37.18672,
1191,-80.10587,37.28195,
1192,-80.10582,37.2813,
1193,-80.10575,37.28094,
1194,-80.10571,37.2807,
1195,-80.10565,37.2804,
1196,-80.10504,37.27814,
1197,-80.10493,37.27783,
1198,-80.10451,37.29237,
1199,-80.10434,37.29207,
1200,-80.10414,37.29825,
1201,-80.10392,37.30747,
1202,-80.10379,37.29225,
1203,-80.10371,37.29258,
1204,-80.103,37.18717,
1205,-80.10296,37.29684,
1206,-80.10282,37.30852,
1207,-80.10262,37.27849,
1208,-80.102,37.30926,
1209,-80.10153,37.30956,
1210,-80.10141,37.29526,
1211,-80.10135,37.29292,
1213,-80.10112,37.2948,
1214,-80.10104,37.29471,
1215,-80.10095,37.29331,
1216,-80.10093,37.29479,
1217,-80.09962,37.29341,
1218,-80.09949,37.29344,
1219,-80.09929,37.28548,
1220,-80.09915,37.2145,
1221,-80.09895,37.29287,
1222,-80.09887,37.29281,
1223,-80.09881,37.29293,
1224,-80.09872,37.29286,
1225,-80.09834,37.31055,
1226,-80.0983,37.21403,
1227,-80.09828,37.28608,
1228,-80.09822,37.29234,
1229,-80.09812,37.29242,
1230,-80.09811,37.18787,
1232,-80.09788,37.21782,
1233,-80.09729,37.31211,
1234,-80.09711,37.28677,
1235,-80.09699,37.29155,
1236,-80.09686,37.29162,
1237,-80.09662,37.18823,
1239,-80.09654,37.21843,
1240,-80.09632,37.31258,
1241,-80.09621,37.28084,
1242,-80.09603,37.28739,
1243,-80.0958,37.21059,
1244,-80.09572,37.29012,
1245,-80.09556,37.29012,
1246,-80.09529,37.28894,
1247,-80.09524,37.2876,
1248,-80.09516,37.28897,
1249,-80.09473,37.18906,
1250,-80.09472,37.28768,
1251,-80.09295,37.22209,
1252,-80.09283,37.31326,
1253,-80.0927,37.29543,
1254,-80.09269,37.19072,
1255,-80.09133,37.19178,
1256,-80.09108,37.29565,
1258,-80.0906,37.19221,
1259,-80.09056,37.22266,
1261,-80.09007,37.22565,
1262,-80.08891,37.2819,
1263,-80.08806,37.28196,
1264,-80.08763,37.31452,
1265,-80.08762,37.22965,
1266,-80.08738,37.1939,
1267,-80.08692,37.28873,
1268,-80.08583,37.28318,
1269,-80.08528,37.28894,
1270,-80.08374,37.28915,
1271,-80.08349,37.3124,
1272,-80.08252,37.21015,
1273,-80.08235,37.26458,
1274,-80.08233,37.19686,
1275,-80.08216,37.28487,
1276,-80.08207,37.31197,
1277,-80.0816,37.20992,
1278,-80.0816,37.26596,
1279,-80.08146,37.19742,
1281,-80.08118,37.28671,
1282,-80.08093,37.1978,
1284,-80.08054,37.24195,
1285,-80.08053,37.26749,
1286,-80.08046,37.28712,
1287,-80.08022,37.26798,
1288,-80.0802,37.28959,
1289,-80.08008,37.24028,
1290,-80.07998,37.28791,
1291,-80.07997,37.28808,
1292,-80.07997,37.28833,
1293,-80.07993,37.19826,
1294,-80.07988,37.26865,
1295,-80.07939,37.24152,
1296,-80.0792,37.31101,
1298,-80.07906,37.26978,
1299,-80.07873,37.3005,
1300,-80.07857,37.18116,
1301,-80.0784,37.27059,
1302,-80.07831,37.27073,
1304,-80.07795,37.27139,
1305,-80.07791,37.29894,
1306,-80.0779,37.18106,
1307,-80.07762,37.25229,
1308,-80.07755,37.20729,
1309,-80.07721,37.29706,
1310,-80.07697,37.30451,
1311,-80.0769,37.2954,
1312,-80.07682,37.29,
1313,-80.07668,37.29422,
1314,-80.07655,37.30222,
1315,-80.07653,37.29329,
1316,-80.07639,37.30206,
1317,-80.07639,37.30818,
1318,-80.07607,37.29062,
1319,-80.07599,37.2901,
1320,-80.07593,37.19893,
1321,-80.07593,37.30781,
1322,-80.07472,37.30699,
1323,-80.0747,37.29025,
1324,-80.07423,37.20159,
1325,-80.07397,37.27596,
1326,-80.07397,37.30599,
1327,-80.07377,37.21523,
1328,-80.07359,37.30539,
1329,-80.07347,37.29039,
1330,-80.07332,37.21483,
1331,-80.07316,37.18046,
1332,-80.07272,37.27703,
1333,-80.07272,37.30448,
1334,-80.07235,37.29053,
1335,-80.07159,37.20051,
1336,-80.07157,37.18026,
1337,-80.0715,37.21765,
1339,-80.07133,37.29066,
1340,-80.07125,37.21731,
1341,-80.07117,37.28987,
1342,-80.07112,37.27884,
1343,-80.07087,37.29071,
1344,-80.07085,37.2793,
1345,-80.07073,37.28927,
1346,-80.07065,37.28934,
1347,-80.07034,37.28266,
1348,-80.07018,37.29078,
1349,-80.06968,37.30209,
1350,-80.06947,37.2818,
1351,-80.06938,37.28077,
1352,-80.06933,37.22328,
1353,-80.06887,37.30197,
1354,-80.06884,37.28172,
1355,-80.0688,37.29094,
1356,-80.06867,37.28849,
1357,-80.06866,37.28837,
1358,-80.0685,37.20001,
1360,-80.0679,37.28186,
1361,-80.06786,37.29105,
1362,-80.06753,37.19995,
1363,-80.06719,37.28787,
1364,-80.06715,37.28776,
1365,-80.0668,37.29119,
1366,-80.06678,37.30128,
1367,-80.06654,37.18026,
1368,-80.06622,37.28748,
1369,-80.06621,37.19953,
1370,-80.06612,37.30121,
1371,-80.06609,37.30885,
1372,-80.06604,37.28175,
1373,-80.06581,37.28739,
1374,-80.06578,37.28728,
1375,-80.06543,37.17999,
1376,-80.06542,37.29145,
1378,-80.06517,37.30078,
1379,-80.06516,37.28083,
1382,-80.06453,37.29994,
1384,-80.06432,37.28681,
1385,-80.06422,37.22718,
1386,-80.06409,37.19926,
1387,-80.06409,37.27973,
1388,-80.06384,37.27988,
1389,-80.06366,37.19935,
1390,-80.0632,37.298,
1391,-80.06317,37.28029,
1392,-80.06307,37.26736,
1393,-80.06302,37.28652,
1394,-80.06288,37.17573,
1395,-80.06282,37.27035,
1396,-80.06262,37.29716,
1397,-80.06257,37.19954,
1398,-80.06237,37.292,
1399,-80.06236,37.17542,
1400,-80.06228,37.27132,
1401,-80.06224,37.28087,
1402,-80.06181,37.1768,
1403,-80.0618,37.28116,
1405,-80.06153,37.29529,
1406,-80.06149,37.28618,
1407,-80.06133,37.29452,
1408,-80.06125,37.28144,
1409,-80.06123,37.29417,
1410,-80.06118,37.29404,
1411,-80.06103,37.29315,
1412,-80.06088,37.27211,
1413,-80.06086,37.29228,
1414,-80.06079,37.17599,
1416,-80.06063,37.29142,
1417,-80.06062,37.28168,
1418,-80.06048,37.29086,
1419,-80.06041,37.19887,
1420,-80.06023,37.28032,
1421,-80.0598,37.28837,
1422,-80.05973,37.28579,
1424,-80.05957,37.28202,
1425,-80.05925,37.28645,
1426,-80.05924,37.2793,
1427,-80.05912,37.28595,
1428,-80.05909,37.28585,
1429,-80.05903,37.28562,
1430,-80.05878,37.29265,
1431,-80.05871,37.28447,
1432,-80.05866,37.28429,
1433,-80.05836,37.28603,
1435,-80.05829,37.22586,
1436,-80.05821,37.2826,
1437,-80.05819,37.27818,
1438,-80.05801,37.27802,
1439,-80.0579,37.31312,
1441,-80.05765,37.26464,
1442,-80.05756,37.31348,
1444,-80.05741,37.31335,
1445,-80.05727,37.27422,
1446,-80.05725,37.27718,
1447,-80.05698,37.28627,
1448,-80.05695,37.31376,
1449,-80.05688,37.3136,
1450,-80.0567,37.29302,
1451,-80.05665,37.28629,
1452,-80.05645,37.29211,
1453,-80.05644,37.28638,
1454,-80.05632,37.29161,
1455,-80.05619,37.19848,
1456,-80.05619,37.27614,
1457,-80.05612,37.27361,
1458,-80.05604,37.31419,
1460,-80.05568,37.29321,
1461,-80.0555,37.31549,
1462,-80.05525,37.28658,
1463,-80.05524,37.29094,
1464,-80.05517,37.29045,
1465,-80.05512,37.27502,
1466,-80.0551,37.19887,
1467,-80.05498,37.27343,
1468,-80.05492,37.31583,
1469,-80.05486,37.31571,
1470,-80.05485,37.28924,
1471,-80.0547,37.29338,
1472,-80.05467,37.31484,
1473,-80.05462,37.3176,
1474,-80.05452,37.28801,
1475,-80.05451,37.19905,
1476,-80.05449,37.27431,
1477,-80.05449,37.29053,
1478,-80.05448,37.31505,
1479,-80.05443,37.29252,
1480,-80.05431,37.31481,
1481,-80.05427,37.27507,
1482,-80.05427,37.29204,
1483,-80.05422,37.29347,
1484,-80.05416,37.28676,
1485,-80.05413,37.31455,
1486,-80.0541,37.27561,
1487,-80.05409,37.29134,
1488,-80.054,37.27614,
1489,-80.05394,37.27502,
1490,-80.05392,37.29072,
1491,-80.05383,37.28557,
1492,-80.05376,37.27699,
1493,-80.05375,37.29011,
1494,-80.05371,37.29357,
1495,-80.05358,37.28947,
1496,-80.0535,37.29226,
1497,-80.05349,37.28427,
1498,-80.05342,37.31335,
1499,-80.05329,37.29232,
1500,-80.05327,37.27877,
1501,-80.05323,37.28818,
1502,-80.05316,37.28307,
1503,-80.0531,37.27402,
1504,-80.05308,37.28281,
1505,-80.053,37.29266,
1506,-80.05296,37.28013,
1507,-80.05291,37.287,
1508,-80.05291,37.29261,
1509,-80.05287,37.28182,
1510,-80.05286,37.31914,
1511,-80.05284,37.27391,
1512,-80.05282,37.28066,
1513,-80.05279,37.28129,
1514,-80.05276,37.29297,
1515,-80.05275,37.28183,
1516,-80.05275,37.28957,
1517,-80.05268,37.28159,
1518,-80.05266,37.2813,
1519,-80.05266,37.29293,
1520,-80.05259,37.29376,
1521,-80.05254,37.28574,
1522,-80.05252,37.29464,
1523,-80.05249,37.29377,
1524,-80.05241,37.29465,
1525,-80.05239,37.28144,
1526,-80.05234,37.3105,
1527,-80.05233,37.2976,
1528,-80.05231,37.29771,
1529,-80.05223,37.28453,
1530,-80.05222,37.19203,
1531,-80.05221,37.316,
1532,-80.0522,37.29759,
1533,-80.0522,37.31057,
1534,-80.05219,37.28927,
1535,-80.05219,37.2977,
1536,-80.0519,37.30939,
1537,-80.05188,37.28326,
1538,-80.0518,37.31971,
1539,-80.05176,37.28197,
1540,-80.05176,37.30945,
1541,-80.05169,37.18793,
1542,-80.05168,37.30874,
1543,-80.05165,37.31607,
1545,-80.05158,37.28723,
1546,-80.05155,37.30837,
1547,-80.05154,37.30879,
1548,-80.05148,37.28202,
1549,-80.05142,37.30838,
1550,-80.05139,37.19861,
1551,-80.05138,37.29396,
1552,-80.05129,37.30734,
1553,-80.05122,37.29399,
1554,-80.05119,37.28866,
1555,-80.05117,37.30681,
1556,-80.05113,37.30736,
1557,-80.05108,37.26539,
1558,-80.05103,37.2887,
1559,-80.05102,37.30686,
1560,-80.051,37.30581,
1562,-80.05086,37.30424,
1563,-80.05084,37.30582,
1564,-80.05081,37.18995,
1565,-80.0507,37.30423,
1566,-80.05057,37.30124,
1567,-80.05054,37.2883,
1568,-80.05051,37.28842,
1569,-80.04708,37.30168,
1570,-80.05027,37.28746,
1571,-80.05022,37.28225,
1573,-80.04988,37.27339,
1574,-80.04978,37.19861,
1575,-80.04975,37.32059,
1576,-80.04926,37.28763,
1577,-80.04898,37.29427,
1578,-80.04893,37.28244,
1579,-80.04844,37.28722,
1580,-80.04828,37.32211,
1581,-80.04819,37.32222,
1582,-80.04783,37.22712,
1583,-80.04773,37.28268,
1584,-80.04745,37.29453,
1585,-80.04711,37.29461,
1588,-80.04676,37.20264,
1589,-80.04644,37.2829,
1590,-80.04642,37.2515,
1591,-80.04626,37.25399,
1592,-80.0461,37.34041,
1593,-80.04601,37.25528,
1594,-80.04549,37.29293,
1595,-80.04546,37.25587,
1596,-80.04544,37.2025,
1597,-80.04544,37.27274,
1598,-80.04544,37.32485,
1599,-80.0453,37.22585,
1600,-80.04527,37.29187,
1601,-80.04517,37.28314,
1602,-80.04511,37.25773,
1603,-80.04511,37.26755,
1604,-80.04508,37.3339,
1605,-80.04507,37.25623,
1606,-80.045,37.2908,
1607,-80.04498,37.2683,
1608,-80.04497,37.22569,
1609,-80.04489,37.29034,
1610,-80.04483,37.28322,
1611,-80.04482,37.29518,
1612,-80.04481,37.25663,
1613,-80.0447,37.28644,
1614,-80.04463,37.28912,
1615,-79.78482,37.3925,
1616,-80.0445,37.23829,
1617,-80.04446,37.28858,
1618,-80.04437,37.32529,
1619,-80.04425,37.28756,
1620,-80.04416,37.19851,
1621,-80.04415,37.23659,
1622,-80.04404,37.28334,
1623,-80.04402,37.2865,
1624,-80.04398,37.22457,
1625,-80.04379,37.29544,
1626,-80.04352,37.22348,
1627,-80.04341,37.24898,
1628,-80.04336,37.29555,
1629,-80.04308,37.28552,
1630,-80.04287,37.22937,
1631,-80.04278,37.23444,
1632,-80.04275,37.18593,
1633,-80.04267,37.26904,
1634,-80.04242,37.22124,
1635,-80.04235,37.22951,
1636,-80.04234,37.26005,
1637,-80.04229,37.29572,
1638,-80.04203,37.2923,
1639,-80.042,37.24269,
1640,-80.04199,37.29575,
1642,-80.0419,37.27225,
1643,-80.04176,37.32715,
1644,-80.04162,37.24397,
1645,-80.04148,37.19119,
1646,-80.04148,37.23037,
1647,-80.04135,37.23212,
1648,-80.04128,37.22025,
1649,-80.04117,37.28408,
1650,-80.04114,37.26906,
1651,-80.04114,37.32779,
1652,-80.04109,37.24487,
1653,-80.04101,37.28396,
1654,-80.04097,37.23156,
1655,-80.04095,37.32749,
1656,-80.04077,37.29592,
1657,-80.04112,37.32019,
1658,-80.04043,37.2458,
1659,-80.04043,37.27204,
1662,-80.04031,37.29606,
1663,-80.04025,37.26685,
1664,-80.0402,37.20195,
1665,-80.04011,37.26834,
1666,-80.04007,37.24879,
1667,-80.04003,37.28319,
1668,-80.03963,37.28765,
1669,-80.03948,37.26883,
1670,-80.0394,37.24783,
1671,-80.03935,37.27189,
1672,-80.03923,37.26171,
1673,-80.03916,37.29173,
1674,-80.03914,37.32763,
1675,-80.03902,37.2824,
1676,-80.03882,37.27009,
1677,-80.03873,37.19919,
1678,-80.03838,37.29164,
1679,-80.03823,37.28823,
1680,-80.03814,37.29669,
1681,-80.03813,37.32028,
1682,-80.03796,37.27168,
1683,-80.03788,37.21867,
1684,-80.03784,37.26986,
1685,-80.03771,37.2531,
1686,-80.03759,37.25303,
1687,-80.03756,37.25379,
1688,-80.03745,37.25363,
1689,-80.0372,37.25454,
1690,-80.03717,37.27161,
1691,-80.03705,37.25023,
1692,-80.03694,37.20303,
1693,-80.03693,37.2503,
1694,-80.03685,37.27502,
1695,-80.03681,37.2182,
1697,-80.03643,37.27641,
1698,-80.03634,37.26224,
1699,-80.0363,37.25559,
1700,-80.0363,37.32645,
1701,-80.03646,37.32189,
1703,-80.0362,37.25553,
1704,-80.03611,37.26832,
1705,-80.03605,37.29714,
1706,-80.03599,37.31755,
1707,-80.03595,37.278,
1708,-80.03594,37.32513,
1709,-80.03588,37.28017,
1710,-80.0358,37.26812,
1711,-80.03576,37.24522,
1712,-80.03569,37.32198,
1713,-80.03566,37.3171,
1714,-80.0356,37.32584,
1715,-80.03549,37.32592,
1716,-80.03534,37.32564,
1717,-80.03529,37.31658,
1718,-80.03527,37.25671,
1719,-80.03522,37.32571,
1720,-80.03517,37.25666,
1721,-80.0351,37.27133,
1722,-80.03507,37.28962,
1723,-80.03506,37.27963,
1724,-80.03503,37.3254,
1725,-80.03496,37.29713,
1727,-80.03476,37.24815,
1728,-80.03469,37.24824,
1729,-80.03459,37.21227,
1730,-80.03455,37.24507,
1731,-80.03427,37.27914,
1732,-80.03422,37.2971,
1733,-80.03418,37.25915,
1734,-80.03406,37.32378,
1735,-80.03404,37.25915,
1736,-80.0339,37.26003,
1737,-80.0339,37.28999,
1738,-80.03385,37.32434,
1739,-80.03383,37.31482,
1740,-80.03381,37.26149,
1742,-80.03363,37.20116,
1743,-80.03361,37.21632,
1744,-80.03359,37.26284,
1745,-80.03359,37.32429,
1746,-80.0335,37.32439,
1747,-80.03347,37.26283,
1748,-80.03346,37.20079,
1749,-80.03346,37.29008,
1751,-80.03331,37.26552,
1752,-80.03329,37.24575,
1753,-80.03324,37.2005,
1754,-80.03323,37.24729,
1755,-80.03319,37.31322,
1756,-80.03318,37.26552,
1757,-80.03315,37.28971,
1758,-80.03313,37.24739,
1760,-80.03304,37.30999,
1761,-80.03293,37.32539,
1762,-80.03292,37.27059,
1764,-80.03283,37.2162,
